ampm,borough,cause,type,date,message,subject,time,hours,minutes,train,,,
PM,BX,mechanical problems,train,11/11/19,"There are delays and multiple impacts in 4 and 5 train service while our crews work to move a train with mechanical problems at 138 St-Grand Concourse.

Southbound 4 and 5 trains are bypassing 138 St-Grand Concourse.

Southbound 5 trains are running along the 2 line from 149 St-Grand Concourse to Nevins St.

For service to/from 138 St-Grand Concourse, take a northbound train.",bx 4 and 5 trains mechanical problems,5:33:04,5,33,4,,,
PM,MANH,medical problems,person,11/11/19,Expect longer wait times in southbound 4 and 5 train service while we request medical assistance for someone at Lexington Av-59 St.,manh 4 and 5 trains medical assistance,7:03:07,7,3,4,,,
PM,MANH,door problems,train,11/11/19,Northbound 6 trains are delayed while we investigate a door problem on a train at 110 St.,manh 6 trains door problem,4:07:34,4,7,6,,,
PM,MANH,medical problems,person,11/11/19,Southbound 6 trains are running with delays while we request EMS assistance for someone at Lexington Av-59 St.,manh 6 trains medical assistance,6:55:45,6,55,6,,,
AM,MANH,work trains,train,11/11/19,Southbound 6 trains are proceeding with delays after we moved a work train that had its brake activation at 14 St-Union Sq.,manh 6 trains work train,12:15:21,12,15,6,,,
AM,QNS,brake activation,train,11/11/19,7 trains are running with delays in both directions because trains' brakes were activated at 33 St-Rawson St and 111 St.,qns 7 train brake activation,6:41:53,6,41,7,,,
PM,QNS,unsanitary train,person,11/11/19,Main St-bound 7 trains are holding in stations while our crews isolate a train with a soiled interior at 33 St-Rawson.,qns 7 trains soiled train car,10:41:36,10,41,7,,,
AM,MANH,brake activation,train,11/11/19,Northbound A trains are delayed while our crews investigate a train that had its brake activation at 34 St-Penn Station.,manh a trains brake activation,5:16:55,5,16,A,,,
PM,MANH,disruptive passenger,person,11/11/19,Northbound A and D trains are running with delays while we request police assistance for a disruptive passenger at 59 St-Columbus Circle.,manh a and d trains disruptive passenger,8:46:44,8,46,A,,,
PM,BKLYN,removed a train from service,train,11/11/19,Northbound A and C trains are holding in stations in Brooklyn while we remove a train from service at High St.,bklyn a and c trains train removed from service,5:23:42,5,23,A,,,
AM,MANH,ems help,person,11/11/19,Northbound C and E trains are proceeding with delays after EMS helped someone at W 4 St-Wash Sq.,manh c and e trains ems assistance,8:11:05,8,11,C,,,
PM,BKLYN,assault,person,11/11/19,Northbound D trains are proceeding with delays after NYPD assisted someone at Bay Pkwy.,bklyn d train medical help,1:39:33,1,39,D,,,
PM,QNS,brake activation,train,11/11/19,Northbound E and F trains are delayed while we investigate the cause of a train's brakes activating at Forest Hills-71 Av.,qns e and f trains brake activation,11:57:11,11,57,E,,,
AM,BKLYN,mechanical problems,train,11/11/19,Northbound F trains are delayed while we remove a train with a mechanical problem from service at Neptune Av.,bklyn f train mechanical problem,8:13:50,8,13,F,,,
AM,BKLYN,signal problems,train,11/11/19,"F trains are running with extensive delays in both directions because of a signal problem at Avenue P.

Some southbound F trains will run express from Church Av to Kings Hwy.",bklyn f train signal problem,10:12:41,10,12,F,,,
PM,BKLYN,brake activation,train,11/11/19,Coney Island-bound Q trains are holding in stations while our crews investigate the cause of a train's brakes activating at Avenue J.,bklyn j trains brake activation,10:55:59,10,55,J,,,
PM,QNS,signal malfunction,train,11/11/19,Jamaica-bound J trains are delayed while our crews work to correct a signal malfunction at 121 St.,qns j trains signal malfunction,2:17:28,2,17,J,,,
PM,BKLYN,unauthorized person,person,11/11/19,J trains are moving at slower speeds in both directions while we request NYPD assistance for an unauthorized person on the tracks between Cleveland St and Norwood Av.,bklyn j trains unauthorized person on tracks,5:51:41,5,51,J,,,
AM,BKLYN,medical problems,person,11/11/19,L trains are delayed in both directions while we get medical help for someone at Graham Av.,bklyn l train graham av,9:31:26,9,31,L,,,
PM,BKLYN,removed a train from service,train,11/11/19,8 Av-bound L trains are delayed while we remove a train from service at Bushwick Av-Aberdeen St.,bklyn l trains train removed from service,4:10:18,4,10,L,,,
AM,QNS,sick passenger,person,11/11/19,M trains are delayed in both directions while we get EMS assistance for a customer at Middle Village-Metropolitan Av.,qns m trains sick customer,3:16:46,3,16,M,,,
PM,BKLYN,brake activation,train,11/11/19,Northbound N trains are delayed while we investigate why a train's brakes were activated at 86 St.,bklyn n trains brake activation,9:09:12,9,9,N,,,
PM,BKLYN,brake activation,train,11/11/19,Northbound N trains are delayed while we investigate why a train's brakes were activated at Kings Hwy.,bklyn n trains brake activation,4:23:24,4,23,N,,,
AM,BKLYN,door problems,train,11/11/19,Southbound N and R trains are proceeding with delays after we fixed a door problem on a train at 45 St.,bklyn n and r trains door problem,6:03:52,6,3,N,,,
PM,SI,mechanical problems,train,11/11/19,SIR trains are running with delays eastbound because of a train with mechanical problems at St. George.,si sir trains mechanical problems,8:01:12,8,1,SIR,,,
AM,SI,wet leaves,other,11/11/19,SIR trains are experiencing delays in both directions while we move trains at slower speeds because of wet leaves on the tracks.,si sir trians wet leaves,8:37:17,8,37,SIR,,,
PM,MANH,brake activation,train,11/12/19,"There are delays and multiple impacts in 1, 2 and 3 train service while we investigate why a train's brakes were activated at 103 St. 

Some northbound 1 trains are ending at 34 St-Penn Station.

Some southbound 2 and 3 trains are running local from 96 St to Chambers St. 

Expect delays in both directions.",manh 1 2 and 3 trains brake activation,6:40:06,6,40,1,,,
AM,MANH,mechanical problems,train,11/12/19,You may experience a longer wait time for northbound 1 trains after we removed a train with mechanical problems from service.,manh 1 trains mechanical problems,9:08:54,9,8,1,,,
AM,MANH,mechanical problems,train,11/12/19,Southbound 1 trains are running on the express tracks from 72 St to Times Sq-42 St while we remove a train with mechanical problems from service at 66 St-Lincoln Ctr.,manh 1 trains mechanical problems,8:42:55,8,42,1,,,
AM,MANH,rail replacement,train,11/12/19,1 and 2 trains are running with delays in both directions while our crews replace rails at 96 St.,manh 1 2 and 3 trains rail replacement,1:41:00,1,41,1,,,
PM,BX,switch problems,train,11/12/19,Southbound 1 trains are delayed because of a switch malfunction at Van Cortlandt Park-242 St.,bx 1 trains switch malfunction,3:10:40,3,10,1,,,
PM,MANH,brake activation,train,11/12/19,Northbound 4 and 5 trains are running with delays while our crews investigate why a train's brakes were activated at 125 St.,manh 4 and 5 trains brake activation,8:32:49,8,32,4,,,
PM,MANH,brake activation,train,11/12/19,Uptown 4 and 5 trains are delayed while we investigate why a train's brake activation at 125 St.,manh 4 5 trains brake activation.,12:09:38,12,9,4,,,
PM,BX,brake activation,train,11/12/19,"Southbound 4 trains are running express from Bedford Park Blvd-Lehman College to Burnside Av while we investigate why a train's brakes were activated at Kingsbridge Rd.

For service to/from bypassed stations, use northbound 4 train service.",bx 4 trains brake activation,8:00:17,8,0,4,,,
PM,BX,mechanical problems,train,11/12/19,Expect longer wait times in New Lots Av-bound 4 trains while we remove a train with a mechanical problem from service at Burnside Av.,bx 4 trains mechanical problem,10:49:26,10,49,4,,,
PM,BX,mechanical problems,train,11/12/19,Uptown 4 and 5 trains are proceeding with delays after we removed a train with mechanical problems from service at 138 St-Grand Concourse.,bx 4 5 train mechanical problem,12:28:50,12,28,4,,,
PM,BX,medical problems,person,11/12/19,"Northbound 4 trains are running express from 149 St-Grand Concourse to Burnside Av while we request medical assistance for someone at 161 St-Yankee Stadium.

For service to/from bypassed stations, use southbound 4 train service.",bx 4 trains medical assistance,5:15:35,5,15,4,,,
AM,MANH,switch problems,train,11/12/19,"Some southbound 5 trains are making local stops from 125 St to Brooklyn Bridge-City Hall to provide local service while 6 trains are delayed because of a switch problem in the Bronx.

Expect delays in southbound service.",manh 5 trains switch problem,7:05:18,7,5,5,,,
PM,MANH,door problems,train,11/12/19,Northbound 6 trains are delayed while our crews work to move a train with a door malfunction at 110 St.,manh 6 trains door malfunction,4:04:10,4,4,6,,,
AM,MANH,mechanical problems,train,11/12/19,Northbound 6 trains are delayed while we remove a train with mechanical problems from service at Canal St.,manh 6 trains mechanical problems,8:39:18,8,39,6,,,
AM,BX,switch problems,train,11/12/19,Southbound 6 and 6 express trains are delayed because of a switch problem at 3 Av-138 St.,bx 6 train switch problem,6:57:49,6,57,6,,,
PM,MANH,unauthorized person,person,11/12/19,Brooklyn Bridge-bound 6 trains are delayed while the police retrieve an unauthorized person on the tracks at Bleecker St.,manh 6 trains unauthorized person on the tracks,10:46:47,10,46,6,,,
PM,,network communications issue,train,11/12/19,7 and 7 express trains are holding in stations between 34 St-Hudson Yards and Queensboro Plaza in both directions because of network communication issues.,manh/qns 7 and 7 express trains network communication issues,6:11:40,6,11,7,,,
PM,,work trains,train,11/12/19,Expect longer wait times for 7 train service in both directions while we move work trains into place for overnight planned work.,manh/qns 7 trains work trains,9:11:12,9,11,7,,,
PM,MANH,brake activation,train,11/12/19,Northbound A and D trains are delayed while we investigate why a train's brakes were activated at 72 St.,manh a and d trains brake activation,9:12:35,9,12,A,,,
PM,MANH,disruptive passenger,person,11/12/19,59 St-bound A and Queens-bound E trains are delayed while we request the police to respond to a disruptive passenger at 50 St.,manh a and e trains disruptive passenger,11:33:42,11,33,A,,,
PM,MANH,disruptive passenger,person,11/12/19,Expect longer wait times for southbound A and D trains after the NYPD responded to a disruptive person on a train at 59 St Columbus Circle.,manh a d trains disruptive person,1:49:42,1,49,A,,,
AM,MANH,door problems,train,11/12/19,"Southbound A and D trains are proceeding with delays after we fixed a door problem on a train at 125 St.

One southbound D train is running on the local track from 125 St to 59 St-Columbus Circle.",manh a and d train door problem,7:40:46,7,40,A,,,
AM,MANH,medical problems,person,11/12/19,Expect longer waits for southbound A and D trains after we helped a customer exit a train so they could get medical help at 59 St-Columbus Circle.,manh a and d trains medical help,8:50:46,8,50,A,,,
PM,MANH,track maintenance,train,11/12/19,"59 St-bound A, D and Queens-bound E trains are delayed because of congestion caused by FASTRACK maintenance in Manhattan.",manh a d e trains fastrack maintenance,10:16:37,10,16,A,,,
AM,MANH,door problems,train,11/12/19,Northbound B and D trains are proceeding with delays after we fixed a door problem on a train at 34 St-Herald Sq.,manh b and d trains door problem,9:18:27,9,18,B,,,
AM,BKLYN,switch problems,train,11/12/19,"There are multiple impacts to B and Q service because of a switch problem at Prospect Park.

There is no northbound service on the B and Q lines from Coney Island-Stillwell Av to DeKalb Av.

Northbound B and Q trains are running on the D line from Coney Island-Stillwell Av to Atlantic Av-Barclays Ctr.

Southbound B trains are extended from Brighton Beach to Coney Island-Stillwell Av.

Expect delays in both directions.

Please see a station agent to receive a courtesy pass for continuing subway or bus service.",bklyn b and q trains switch problem,8:59:39,8,59,B,,,
PM,BKLYN,medical problems,person,11/12/19,Expect longer wait times for southbound D and N train service after we requested medical assistance for someone at 36 St (Bklyn).,bklyn d and n trains medical assistance,4:25:15,4,25,D,,,
