no,which,ampm,borough,cause,date,fulldate,message,subject,time,train,,
13,NYC,AM,BKLYN,police activity,10/5/2019,10/5/2019 9:37:43 AM,Southbound A and C trains are delayed while we request police assistance at Jay St-MetroTech.,bklyn a and c trains police activity,9:37:43,"A, C",,
26,NYC,PM,BKLYN,police activity,10/6/2019,10/6/2019 1:43:15 PM,"Northbound Q trains are running express from Kings Hwy to Prospect Park because of police activity at Avenue M.

For service to/from the bypassed stations, take a southbound train.",bklyn q trains police activity,1:43:15,Q,,
47,NYC,PM,BKLYN,police activity,10/15/2019,10/15/2019 6:23:07 PM,Southbound A and C trains are delayed because of police activity at Hoyt-Schermerhorn.,bklyn a and c trains police activity,6:23:07,"A, C",,
47,NYC,PM,BKLYN,police activity,10/15/2019,10/15/2019 6:23:07 PM,Southbound A and C trains are delayed because of police activity at Hoyt-Schermerhorn.,bklyn a and c trains police activity,6:23:07,"A, C",,
5,NYC,PM,BKLYN,police activity,10/17/2019,10/17/2019 8:22:27 PM,"Northbound R are running on the express track 36 St (BKLYN) to Atlantic Av-Barclays Ctr because of police activity at 25 St.

For service to/from bypassed stations, take a southbound train.",bklyn r trains police activity,8:22:27,R,,
4,NYC,PM,BKLYN,police activity,10/17/2019,10/17/2019 8:23:51 PM,Expect longer wait times for northbound D and N train service while NYPD conducts an investigation at 25 St.,bklyn d and n trains police activity,8:23:51,"D, N",,
37,NYC,PM,BX,police activity,10/23/2019,10/23/2019 6:12:08 PM,"Northbound 5 trains are running on the express track from E 180 St to Eastchester-Dyre Av because of police activity at Gun Hill Rd.

For service to/from bypassed stops, take a southbound train.",bx 5 trains police activity,6:12:08,5,,
47,NYC,AM,BKLYN,police activity,10/29/2019,10/29/2019 12:31:37 AM,"Southbound 2 and 4 trains are running on the express track from Atlantic Av-Barclays Ctr to Franklin Av because of police activity between those stations.

For service to/from the bypassed stations, take a northbound train.",bklyn 2 and 4 trains police activity,12:31:37,"2, 4",,
16,NYC,PM,MANH,police assistance,10/4/2019,10/4/2019 10:37:21 PM,Bronx-bound 2 and Harlem-bound 3 trains are delayed while we request police assistance for a disruptive passenger at 125 St.,manh 2 and 3 trains police assistance,10:37:21,"2, 3",,
12,NYC,PM,MANH,police assistance,10/23/2019,10/23/2019 11:27:45 PM,South Ferry-bound 1 trains are delayed while we request police assistance for a disruptive passenger at Christopher St-Sheridan Square.,manh 1 trains police assistance,11:27:45,1,,
28,NYC,PM,MANH,power problem,10/15/2019,10/15/2019 10:47:35 PM,"Expect extensive delays in Q and R train service along the 6 Av line because of the ongoing Con Edison power problem affecting our signals at West 4 St-Washington Square. 

Reminder: Because of FASTRACK maintenance on the Broadway line in Manhattan, Q and R are running along the 6 Av line.",manh q and r trains con edison power problem,10:47:35,"Q, R",,
44,NYC,PM,MANH,power problem,10/15/2019,10/15/2019 10:39:42 PM,"We're temporarily suspending M service between 96 St and Essex St-Delancey St because of a Con Edison power problem affecting our signal system at West 4 St-Washington Square. 

For service between 96 St and West 4 St-Washington Square, consider taking F or Q train service.",manh m trains con edison power problem affecting our signal system,10:39:42,M,,
0,NYC,PM,MANH,power problem,10/15/2019,10/15/2019 10:32:23 PM,"F trains have service changes because of a Con Edison power problem affecting our signal system at West 4 St-Washington Square. 

Some Coney Island-bound F trains are stopping on the E line from Jackson Heights-Roosevelt Av to Queens Plaza, then on the G line to Bergen St. 

We appreciate your patience while we work with Con Edison to restore regular service.",manh f trains con edison power problem affecting signal system,10:32:23,F,,
20,NYC,PM,MANH,power problem,10/15/2019,10/15/2019 10:57:42 PM,"Expect extensive delays in A, D, E and F trains because of the ongoing Con Edison power problem affecting our signal systems at West 4 St-Washington Square. 

As an alternative, consider taking nearby 1 2 3 4 6 trains.",manh a d e and f trains con edison power problem affecting signal system,10:57:42,"A, D, E, F",,
28,NYC,PM,MANH,power problem,10/15/2019,10/15/2019 10:47:35 PM,"Expect extensive delays in Q and R train service along the 6 Av line because of the ongoing Con Edison power problem affecting our signals at West 4 St-Washington Square. 

Reminder: Because of FASTRACK maintenance on the Broadway line in Manhattan, Q and R are running along the 6 Av line.",manh q and r trains con edison power problem,10:47:35,"Q, R",,
44,NYC,PM,MANH,power problem,10/15/2019,10/15/2019 10:39:42 PM,"We're temporarily suspending M service between 96 St and Essex St-Delancey St because of a Con Edison power problem affecting our signal system at West 4 St-Washington Square. 

For service between 96 St and West 4 St-Washington Square, consider taking F or Q train service.",manh m trains con edison power problem affecting our signal system,10:39:42,M,,
0,NYC,PM,MANH,power problem,10/15/2019,10/15/2019 10:32:23 PM,"F trains have service changes because of a Con Edison power problem affecting our signal system at West 4 St-Washington Square. 

Some Coney Island-bound F trains are stopping on the E line from Jackson Heights-Roosevelt Av to Queens Plaza, then on the G line to Bergen St. 

We appreciate your patience while we work with Con Edison to restore regular service.",manh f trains con edison power problem affecting signal system,10:32:23,F,,
20,NYC,PM,MANH,power problem,10/15/2019,10/15/2019 10:57:42 PM,"Expect extensive delays in A, D, E and F trains because of the ongoing Con Edison power problem affecting our signal systems at West 4 St-Washington Square. 

As an alternative, consider taking nearby 1 2 3 4 6 trains.",manh a d e and f trains con edison power problem affecting signal system,10:57:42,"A, D, E, F",,
41,NYC,AM,MANH,power problem,10/21/2019,10/21/2019 3:20:52 AM,Brooklyn-bound N trains are running on the Q line from Canal St to DeKalb Av because of a power problem at Cortlandt St.,manh n train power problem,3:20:52,N,,
34,NYC,PM,,rail repair,10/24/2019,10/24/2019 7:08:44 PM,"Regular M train service between Manhattan and Brooklyn/Queens will end at approximately 12am tonight so we can perform urgent track repairs near Broadway-Lafayette St.
 
Travel alternatives:

M trains will run between Chambers St and Metropolitan Av. Take an F train to Delancey St-Essex St, and take a J or M train to Brooklyn/Queens.
 
Take a 6 train for service to the Upper East Side. Q trains are not running in Manhattan while we complete FASTRACK work.",m trains end early tonight: urgent rail repairs,7:08:44,M,,
19,NYC,PM,MANH,rail repair,10/29/2019,10/29/2019 1:30:59 PM,"Southbound N trains are running on the R from Canal St to DeKalb Av while we repair a rail on the Manhattan Bridge.

Southbound Q trains are running on the F from Lexington Av/63 St to 47-50 Sts Rockefeller Ctr and then on the B line to DeKalb Av.

Expect delays in both directions.",manh n and q trains rail replacement,1:30:59,"N, Q",,
3,NYC,PM,MANH,rail repair,10/31/2019,10/31/2019 2:17:55 PM,Some northbound 6 trains are running express from Grand Central-42 St to 125 St while our crews repair a rail at 96 St.,manh 6 trains rail repair,2:17:55,6,,
2,NYC,PM,MANH,rail repair,10/31/2019,10/31/2019 2:18:40 PM,Expect delays in northbound 4 and 5 trains as they share the express track with 6 trains while our crews repair a rail at 96 St.,manh 4 and 5 trains rail repair,2:18:40,"4, 5",,
43,NYC,AM,MANH,rail replacement,10/1/2019,10/1/2019 3:41:47 AM,Northbound N trains are running along the Q line from DeKalb Av to Canal St while crews replace rails at Canal St.,manh n trains rail replacement,3:41:47,N,,
3,NYC,AM,MANH,rail replacement,10/1/2019,10/1/2019 3:04:36 AM,Northbound A and E trains are delayed while our crews perform a rail replacement at 42 St-Port Authority/Bus Terminal.,manh a and e trains rail replacement,3:04:36,"A, E",,
45,NYC,AM,MANH,rail replacement,10/2/2019,10/2/2019 2:19:42 AM,Far Rockaway-bound A trains are delayed in Manhattan while crews replace rails at Fulton St.,manh a trains rail replacement,2:19:42,A,,
43,NYC,AM,BX,rail replacement,10/2/2019,10/2/2019 2:31:15 AM,Wakefield-bound 2 and Harlem-bound 3 trains are delayed while crews replace rails at 149 St-Grand Concourse.,bx 2 and 3 trains rail replacement,2:31:15,"2, 3",,
43,NYC,AM,MANH,rail replacement,10/3/2019,10/3/2019 1:19:13 AM,"207 St-bound A and Jamaica Center-bound E trains are running on the express track from Canal St to 59 St-Columbus Circle/42 St-Port Authority Bus Terminal while crews replace rails near 14 St. 

During this time, uptown trains will stop at the middle platform at 34 St-Penn Station. 

For uptown service to/from bypassed stations, take a downtown A or E train.",manh a and e trains rail replacement work,1:19:13,"A, E",,
17,NYC,AM,MANH,rail replacement,10/7/2019,10/7/2019 1:26:03 AM,Southbound D trains are holding in stations while our crews replace rails at 47-50 St-Rockefeller Ctr.,manh d trains rail replacement,1:26:03,D,,
23,NYC,AM,QNS,rail replacement,10/8/2019,10/8/2019 2:20:03 AM,Southbound E and F trains are holding in stations while our crews replace rails at 63 Dr-Rego Park.,qns e and f trains rail replacement,2:20:03,"E, F",,
43,NYC,AM,,rail replacement,10/9/2019,10/9/2019 3:29:58 AM,Uptown 1 and 2 trains are delayed while our crews replace rails at 79 St.,rail replacement,3:29:58,,,
,NYC,AM,MANH,rail replacement,10/11/2019,10/11/2019 03:00:00 AM,"179 St-bound F and 96 St-bound Q trains are running on the express track from West 4 St-Washington Square to 47-50 Streets-Rockefeller Center while teams perform rail replacement work near 23 St. For service to/from 14 St and 23 St, take a Coney Island-bound train.", Rail Replacement Work,,"F, Q",,
15,NYC,AM,MANH,rail replacement,10/12/2019,10/12/2019 2:01:19 AM,Coney Island-bound F trains are delayed while crews are performing rail replacement work in the tunnel between East Broadway and York St.,manh f trains rail replacement work,2:01:19,F,,
15,NYC,AM,MANH,rail replacement,10/12/2019,10/12/2019 2:01:19 AM,Coney Island-bound F trains are delayed while crews are performing rail replacement work in the tunnel between East Broadway and York St.,manh f trains rail replacement work,2:01:19,F,,
42,NYC,AM,BKLYN,rail replacement,10/15/2019,10/15/2019 4:14:19 AM,Northbound A and F trains are holding in stations while crews replace rails at Jay St-MetroTech.,bklyn a and f trains rail replacement,4:14:19,"A, F",,
42,NYC,AM,BKLYN,rail replacement,10/15/2019,10/15/2019 4:14:19 AM,Northbound A and F trains are holding in stations while crews replace rails at Jay St-MetroTech.,bklyn a and f trains rail replacement,4:14:19,"A, F",,
33,NYC,AM,MANH,rail replacement,10/18/2019,10/18/2019 1:26:56 AM,"Northbound A and E trains will run express from Canal St to 59 St Columbus Circle/42 St-Port Authority Bus Terminal while we replace rails at 14 St.

For service to/from 23 St take a southbound train. 

For service to/from Spring St take a northbound F train.",manh a/e trains rail replacement,1:26:56,,,
5,NYC,AM,MANH,rail replacement,10/19/2019,10/19/2019 1:49:25 AM,"Northbound D trains are running on the A line from W 4 St-Wash Sq to 59 St-Columbus Circle while we replace rails at 42 St-Bryant Park express track.

For service to/from the bypassed stations, take southbound train or F train.",manh d trains rail replacement,1:49:25,D,,
47,NYC,AM,BKLYN,rail replacement,10/19/2019,10/19/2019 2:18:10 AM,Southbound Q trains are delayed while we replace rails at 7 Av (BKLYN).,bklyn 7 train rail replacement,2:18:10,7,,
22,NYC,AM,MANH,rail replacement,10/20/2019,10/20/2019 1:29:37 AM,"Northbound E and F trains are running on the express track from W 4 St-Wash Sq to 47-50 Sts Rockefeller Center while we replace rails at 42 St-Bryant Park.

For service to/from bypassed stations, take a southbound train.",manh e/f trains rail replacement,1:29:37,,,
44,NYC,AM,QNS,rail replacement,10/24/2019,10/24/2019 1:45:16 AM,World Trade Center-bound E and Coney Island-bound F trains are holding in stations while crews perform rail replacement work near 63 Drive-Rego Park.,qns e and f trains rail replacement work,1:45:16,"E, F",,
3,NYC,AM,MANH,rail replacement,10/24/2019,10/24/2019 3:28:16 AM,South Ferry-bound 1 and Flatbush Av-bound 2 trains are holding in stations while crews replace rails at Chambers St.,manh 1 and 2 trains rail replacement work,3:28:16,"1, 2",,
30,NYC,AM,MANH,rail replacement,10/24/2019,10/24/2019 2:10:10 AM,"South Ferry-bound 1 and Flatbush Av-bound 2 trains are running express from 14 St to Chambers St while our crews replace rails at 14 St.

For service to/from bypassed stations, take a Bronx-bound train.",manh 1 and 2 trains rail replacement work,2:10:10,"1, 2",,
35,NYC,AM,,rail replacement,10/26/2019,10/26/2019 3:30:46 AM,"Uptown A trains are stopping on the F line from Jay St-MetroTech to West 4 St-Washington Square, then on the local track to 59 St-Columbus Circle while we replace rails between High St and Fulton St. 

For service to/from bypassed stations, take a Queens-bound A train. 

E trains are stopping at World Trade Center, Canal St and Spring St.",manh/bklyn a trains rail replacement work,3:30:46,A,,
17,NYC,AM,BKLYN,rail replacement,10/27/2019,10/27/2019 12:52:19 AM,"Southbound D, N and R trains are running at slower speeds while crews perform rail replacement work at Atlantic Av-Barclays Center.",bklyn d n and r trains rail replacement,12:52:19,"D, N, R",,
7,NYC,AM,MANH,rail replacement,10/28/2019,10/28/2019 2:10:38 AM,Southbound A trains are holding in stations while our crews replace rails at Fulton St.,manh a trains rail replacement,2:10:38,A,,
31,NYC,AM,MANH,rail replacement,10/29/2019,10/29/2019 4:46:52 AM,Northbound N and Q trains are running along the R line from DeKalb Av to Canal St while crews replace rails on the Manhattan Bridge.,manh n and q trains rail replacement,4:46:52,"N, Q",,
4,NYC,PM,BKLYN,rail replacement,10/29/2019,10/29/2019 12:23:43 PM,Northbound R trains may experience delays while they share tracks with rerouted N trains so that we can replace a rail on the Manhattan Bridge.,bklyn r train rail replacement,12:23:43,R,,
6,NYC,PM,BKLYN,rail replacement,10/29/2019,10/29/2019 12:11:58 PM,"Northbound N trains are running on the R line from DeKalb Av to Canal St while we replace a rail on the Manhattan Bridge.

Northbound Q trains are running on the B line from DeKalb Av to 47-50 Sts Rockefeller Ctr and then on the F line to Lexington Av/63 St.

Expect delays in northbound service.",bklyn n and q trains rail replacement,12:11:58,"N, Q",,
