no,which,ampm,borough,cause,date,message,subject,time,train
14,NYC,AM,SI,slippery rails,11/12/19,SIR trains are running with delays in both directions due to slippery rail conditions.,si sir trains slippery rails,7:40:53,
0,NYC,AM,MANH,switch problems,11/12/19,"Some southbound 5 trains are making local stops from 125 St to Brooklyn Bridge-City Hall to provide local service while 6 trains are delayed because of a switch problem in the Bronx.

Expect delays in southbound service.",manh 5 trains switch problem,7:05:18,5
4,NYC,AM,BX,switch problems,11/12/19,Southbound 6 and 6 express trains are delayed because of a switch problem at 3 Av-138 St.,bx 6 train switch problem,6:57:49,6
33,NYC,PM,BX,switch problems,11/12/19,Southbound 1 trains are delayed because of a switch malfunction at Van Cortlandt Park-242 St.,bx 1 trains switch malfunction,3:10:40,1
46,NYC,AM,BKLYN,switch problems,11/12/19,"Northbound Q trains are running express from Kings Hwy to Prospect Park because of a switch problem at Parkside Av.

Expect delays in northbound service.

For service to/from bypassed stations, take a southbound local train.",bklyn q train switch problem,7:11:35,q
19,NYC,AM,BKLYN,switch problems,11/12/19,"There are multiple impacts to B and Q service because of a switch problem at Prospect Park.

There is no northbound service on the B and Q lines from Coney Island-Stillwell Av to DeKalb Av.

Northbound B and Q trains are running on the D line from Coney Island-Stillwell Av to Atlantic Av-Barclays Ctr.

Southbound B trains are extended from Brighton Beach to Coney Island-Stillwell Av.

Expect delays in both directions.

Please see a station agent to receive a courtesy pass for continuing subway or bus service.",bklyn b and q trains switch problem,8:59:39,"b, q"
15,NYC,PM,MANH,track maintenance,11/12/19,"59 St-bound A, D and Queens-bound E trains are delayed because of congestion caused by FASTRACK maintenance in Manhattan.",manh a d e trains fastrack maintenance,10:16:37,"a, d, e"
23,NYC,AM,BKLYN,track maintenance,11/12/19,"Southbound F and G trains are running on the express track from Smith-9 Sts to Church Av because of track maintenance at Church Av.

For service to/from the bypassed stations, take a northbound train.",bklyn f and g trains track maintenance,1:34:51,"f, g"
47,NYC,PM,MANH,unauthorized person,11/12/19,Brooklyn Bridge-bound 6 trains are delayed while the police retrieve an unauthorized person on the tracks at Bleecker St.,manh 6 trains unauthorized person on the tracks,10:46:47,6
36,NYC,PM,,work trains,11/12/19,Expect longer wait times for 7 train service in both directions while we move work trains into place for overnight planned work.,manh/qns 7 trains work trains,9:11:12,7
22,NYC,AM,QNS,brakes activated,11/13/19,There is no A train service between Rockaway Park-Beach 116 St and Broad Channel in both directions wile we investigate what activated a train's brakes at Rockaway Park-Beach 116 St.,qns a train brakes activated,7:29:15,a
18,NYC,PM,MANH,brakes activated,11/13/19,Southbound 6 trains are running to Bowling Green while we investigate why a train's brakes were activated near Brooklyn Bridge-City Hall.,manh 6 trains train with brakes activated,1:02:19,6
34,NYC,AM,MANH,brakes activated,11/13/19,Two northbound 5 trains run via the 2 line from Nevins St to 149 St-Grand Concourse after we moved a train that had its brakes activated at 42 St.,manh 5 trains brakes activated,9:17:41,5
32,NYC,AM,MANH,brakes activated,11/13/19,Northbound 4 and 5 trains are delayed while we investigate what activated a train's brakes at 138 St-Grand Concourse.,manh 4 and 5 trains brakes activated,7:17:07,"4, 5"
40,NYC,AM,BX,brakes activated,11/13/19,Expect longer waits for northbound D trains after a train's brakes activated in the Coney Island Yard,bx d trains brakes activated,8:02:31,d
17,NYC,PM,BKLYN,brakes activated,11/13/19,Expect delays in northbound Q train service as they share the track with B trains while we investigate why a train's brakes were activated at Parkside Av.,bklyn q trains brakes activated,4:16:58,q
31,NYC,PM,BKLYN,brakes activated,11/13/19,Northbound B trains are delayed while we investigate why a train's brakes were activated at Parkside Av.,bklyn b trains brakes activated,4:05:27,b
46,NYC,PM,QNS,disruptive passenger,11/13/19,N and W trains are running with delays in both directions in Queens while we request NYPD assistance for a disruptive passenger at Astoria-Ditmars Blvd.,qns n and w trains disruptive passenger,3:33:22,"n, w"
49,NYC,PM,MANH,door problems,11/13/19,Southbound B and D trains are stopping along the C line from 59 St-Columbus Circle to W 4 St-Washington Sq while our crews work to move a train with a door malfunction at 7 Av.,manh b and d trains door malfunction,3:28:59,"b, d"
23,NYC,PM,MANH,door problems,11/13/19,Northbound B and C trains are holding in stations in Manhattan while we work to move a train with a door malfunction at 96 St.,manh b and c trains door malfunction,5:55:30,"b, c"
18,NYC,AM,MANH,fdny: source of smoke,11/13/19,Northbound 4 and 6 trains are delayed while we investigate the source of smoke at Grand Central-42 St.,manh 4 and 6 trains fdny activity,5:29:01,"4, 6"
48,NYC,PM,MANH,fdny: source of smoke,11/13/19,"Southbound 2 trains will run via the 5 line from 149 St-Grand Concourse to Nevins St while we investigate the source of smoke at 125 St.

Southbound 3 trains are holding in the stations.",manh 2 and 3 trains fdny activity,12:06:55,"2, 3"
1,NYC,AM,QNS,mechanical problems,11/13/19,Hudson Yards-bound 7 express trains are running local from 74 St-Broadway to Queensboro Plaza while we remove a train with mechanical problems from service at 61 St-Woodside.,qns 7 trains mechanical problems,7:01:44,7
16,NYC,PM,MANH,mechanical problems,11/13/19,Southbound D trains are delayed while we remove a train with a mechanical problem from service at 59 St-Columbus Circle.,manh d trains mechanical problem,7:59:57,d
29,NYC,AM,MANH,mechanical problems,11/13/19,Southbound B and C trains are proceeding with delays after we removed a train with a mechanical problem from service at 59 St-Columbus Circle.,manh b and c trains earlier mechanical problem,7:21:31,"b, c"
14,NYC,PM,MANH,mechanical problems,11/13/19,Southbound A trains are running on the local track from 59 St-Columbus Circle to Canal St while we remove a D train from service at 59 St-Columbus Circle.,manh a trains mechanical problem,8:00:45,a
11,NYC,PM,BKLYN,mechanical problems,11/13/19,Northbound B trains are delayed because of a train with a mechanical problem at Church Av.,bklyn b train. mechanical problem,1:17:39,b
23,NYC,AM,QNS,medical problems,11/13/19,World Trade Center-bound E and Coney Island-bound F trains are delayed while we get medical help for someone at Jackson Heights-Roosevelt Av.,qns e and f trains medical help,5:24:28,"e, f"
35,NYC,PM,MANH,medical problems,11/13/19,"Southbound R trains will run via the F line from Roosevelt Av-Jackson Hts to Lexington Av-63 St then via the Q line to 57 St- 7 Av while we get medical help for a passenger at Lexington Av-59 St.

Southbound N and W trains are holding in the stations.",manh r trains medical assistance,12:34:32,r
32,NYC,PM,MANH,medical problems,11/13/19,Expect delays in northbound R and W trains as they share the track with N and Q trains while we request medical assistance for someone at Times Sq-42 St.,manh r and w trains medical assistance,2:26:15,"r, w"
22,NYC,PM,MANH,medical problems,11/13/19,Northbound N and W trains are being rerouted to the Q line between 57 St-7 Av and 96 St-2 Av while we get medical help for a passenger at Lexington Av-59 St.,manh n and w trains medical help,12:53:21,"n, w"
33,NYC,PM,MANH,medical problems,11/13/19,Northbound N and Q trains are running local from 34 St-Herald Sq to 57 St-7 Av while we request medical assistance for someone at Times Sq-42 St.,manh n and q trains medical assistance,2:25:12,"n, q"
2,NYC,PM,MANH,medical problems,11/13/19,Northbound F trains are holding in stations in Manhattan while we request medical assistance for someone at Lexington Av-63 St.,manh f trains medical assistance,9:33:26,f
19,NYC,AM,MANH,medical problems,11/13/19,"Northbound C trains are running express from 145 St to 168 St while we provide medical assistance for someone at 168 St.

For service to bypassed stations, take a southbound C train.",manh c train medical assistance,9:46:03,c
14,NYC,AM,MANH,medical problems,11/13/19,Northbound 6 trains are delayed while we provide medical help for someone at Hunts Point Av.,manh 6 train medical assistance,6:38:13,6
7,NYC,PM,MANH,nypd activity,11/13/19,Northbound A and D trains are delayed while NYPD responds to a report of an unruly customer at 145 St.,manh a nd d trains nypd activity,1:24:51,"a, d"
31,NYC,AM,BKLYN,nypd activity,11/13/19,Broad St-bound J trains are proceeding with delays after NYPD assisted someone to retrieve an item off the tracks at Cypress Hills.,bklyn j train earlier nypd activity,10:38:22,j
37,NYC,AM,MANH,nypd investigation,11/13/19,"Jamaica-bound F trains are bypassing 14 St at the request of the police to conduct an investigation at that station. 

For service to/from that station, take a downtown train to West 4 St-Washington Square for Queens-bound trains.",manh f trains police investigation,4:24:00,f
41,NYC,PM,MANH,rail repair,11/13/19,"Northbound F and 71 Av-bound M trains are running express from W 4 St-Washington Sq to 34 St-Herald Sq while we perform urgent rail repairs at 34 St-Herald Sq.

For service to/from bypassed stations, use southbound F or Metropolitan Av-bound M trains.",manh f and m trains rail repair,7:02:14,"f, m"
6,NYC,AM,MANH,rail replacement work,11/13/19,Coney Island-bound F trains are running on the express track from 47-50 Streets-Rockefeller Center to West 4 St-Washington Square while our crews perform rail replacement work at 42 St-Bryant Park.,manh f trains rail replacement work,3:30:45,f
26,NYC,AM,MANH,rail replacement work,11/13/19,Coney Island-bound F trains are delayed while crews perform rail replacement work near East Broadway.,manh f trains rail replacement work,2:43:19,f
39,NYC,AM,MANH,rail replacement work,11/13/19,Jamaica-bound F trains are stopping at the Bronx-bound D platforms at 42 St-Bryant Park and 47-50 Streets-Rockefeller Center while crews perform rail replacement work at 47-50 Streets-Rockefeller Center.,manh f trains rail replacement work,2:12:46,f
28,NYC,AM,BKLYN,rail replacement work,11/13/19,"Coney Island-bound F and Church Av-bound G trains are running on the express track from Smith-9 Sts to Church Av while crews replace rails at Fort Hamilton Parkway.

For service to/from bypassed stations, take a Queens-bound train.",bklyn f and g trains rail replacement work,2:40:39,"f, g"
43,NYC,PM,QNS,removed a train from service,11/13/19,Expect longer wait times in 7 train service after we moved a train with a mechanical problem from service at Queensboro Plaza.,qns 7 trains train removed from service,5:24:51,7
18,NYC,AM,BKLYN,removed a train from service,11/13/19,You may experience a longer wait time for southbound N and Q trains while we move a work train back to the storage facility in Brooklyn.,bklyn n and q trains work train,6:30:34,"n, q"
12,NYC,AM,QNS,signal maintenance,11/13/19,Southbound E and F trains are running with delays while we perform signal maintenance near Elmhurst Av.,qns e and f trains signal maintenance,11:26:12,"e, f"
14,NYC,AM,MANH,signal maintenance,11/13/19,"1, 2 and 3 trains are delayed in both directions while crews are performing signal maintenance work at Times Square-42 St.",manh 1 2 and 3 trains signal maintenance work,3:07:05,"1, 2, 3"
29,NYC,PM,MANH,signal malfunction,11/13/19,6 trains are running with delays in both directions because of a signal malfunction at Brooklyn Bridge-City Hall.,manh 6 trains signal malfunction,2:28:42,6
22,NYC,PM,MANH,signal malfunction,11/13/19,Expect delays in 4 and 5 train service as the share the track with 6 trains while our crews work to correct a signal malfunction at Brooklyn Bridge-City Hall.,manh 4 and 5 trains signal malfunction,2:40:26,"4, 5"
15,NYC,PM,BKLYN,signal malfunction,11/13/19,"There are service changes and multiple impacts in N and Q train service because of a signal malfunction at Prospect Park.

Some southbound N and Q trains are ending at Canal St. 

Some northbound Q trains are stopping along the N line from Coney Island-Stillwell Av to DeKalb Av. 

Expect delays in both directions.",bklyn n and q trains signal malfunction,4:26:34,"n, q"
11,NYC,PM,BKLYN,signal malfunction,11/13/19,"Canarsie-bound L trains are ending at Livonia Av or Broadway Junction because of a signal malfunction at Canarsie-Rockaway Pkwy.

Expect delays in both directions.",bklyn l trains signal malfunction,8:02:36,l
